model_id,family,task,engine,license_status,default_safe,install_extra,registry_status,execution_status,final_state,blocker_code,blocker_category,evidence_artifact,evidence_source,run_mode,should_be_called_in_notebook,called_in_notebook,notebook_call_count,notebook_paths,notebook_call_types,notebook_execution_status,notebook_evidence_artifacts,output_artifact_exists,current_run_id,stale_from_previous_run,missing_from_notebook_reason,exact_exception_type,attempted_command,sidecar_name,sidecar_python_version,sidecar_torch_version,cuda_required,cuda_observed,manual_fix_command,evidence_source_kind,called_in_current_notebook_run,current_run_call_count,current_run_artifact_exists,historical_artifact_used_as_fallback
agriclip,agriclip,embed,,check,False,,audit_only,not_advertised,not_advertised,AUDIT_ONLY,unclassified,,registry,blocked,True,False,1,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,skipped_with_reason,skipped_deprecated,,False,20260519T171956Z,False,upstream_deprecated,,,,,,,,,current_run,True,1,False,False
anomalib-patchcore,anomalib,anomaly,,Apache-2.0,True,,sidecar_required,sidecar_required,sidecar_required,SIDECAR_ENV_MISSING,unclassified,,registry,blocked,True,True,1,10_anomaly_industrial/Anomaly_Industrial_Status.ipynb,sidecar_status,executed,10_anomaly_industrial/reports/20260519T171956Z_anomalib-patchcore_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
bytetrack,bytetrack,track,,MIT,False,,sidecar_required,sidecar_required,sidecar_required,SIDECAR_ENV_MISSING,unclassified,,registry,blocked,True,True,1,12_libreyolo/LibreYOLO_Audit_and_Smoke.ipynb,sidecar_status,executed,12_libreyolo/reports/20260519T171956Z_bytetrack_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
clip-vit-base-patch32,clip,embed,,MIT,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,smoke,executed,06_embedding_similarity/reports/20260519T171956Z_clip-vit-base-patch32_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
clip-vit-large-patch14,clip,embed,,MIT,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,smoke,executed,06_embedding_similarity/reports/20260519T171956Z_clip-vit-large-patch14_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
co-dino-inst-vit-l-coco,co-dino,segment,,Apache-2.0,False,,sidecar_required,sidecar_required,sidecar_required,OPENMMLAB_REQUIRED,unclassified,reports/v237_openmmlab_audit.json,resolution_matrix,blocked,True,True,2,02_automatic_segmentation/Automatic_Segmentation_Benchmark.ipynb,sidecar_status|skipped_with_reason,executed|skipped_sidecar_unavailable,02_automatic_segmentation/reports/20260519T171956Z_co-dino-inst-vit-l-coco_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
co-dino-inst-vit-l-lvis,codetr,segment,,Apache-2.0,True,,sidecar_required,sidecar_required,sidecar_required,OPENMMLAB_REQUIRED,unclassified,reports/v237_openmmlab_audit.json,resolution_matrix,blocked,True,True,2,02_automatic_segmentation/Automatic_Segmentation_Benchmark.ipynb,sidecar_status|skipped_with_reason,executed|skipped_sidecar_unavailable,02_automatic_segmentation/reports/20260519T171956Z_co-dino-inst-vit-l-lvis_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
convnextv2-base,convnextv2,classify,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,05_classification/Classification_Smoke.ipynb,smoke,executed,05_classification/reports/20260519T171956Z_convnextv2-base_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
convnextv2-large,convnextv2,classify,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,05_classification/Classification_Smoke.ipynb,smoke,executed,05_classification/reports/20260519T171956Z_convnextv2-large_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
convnextv2-tiny,convnextv2,classify,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,05_classification/Classification_Smoke.ipynb,smoke,executed,05_classification/reports/20260519T171956Z_convnextv2-tiny_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deim-m,deim,detect,,Apache-2.0,True,,do_not_add,upstream_deprecated,upstream_deprecated,UPSTREAM_DEPRECATED,external,reports/v237_deim_legacy_audit.json,correction,blocked,True,False,2,01_object_detection/Object_Detection_Benchmark.ipynb,skipped_with_reason,skipped_deprecated,,False,20260519T171956Z,False,upstream_deprecated,,,,,,,,,current_run,True,2,False,False
deim-s,deim,detect,,Apache-2.0,True,,do_not_add,upstream_deprecated,upstream_deprecated,UPSTREAM_DEPRECATED,external,reports/v237_deim_legacy_audit.json,correction,blocked,True,False,2,01_object_detection/Object_Detection_Benchmark.ipynb,skipped_with_reason,skipped_deprecated,,False,20260519T171956Z,False,upstream_deprecated,,,,,,,,,current_run,True,2,False,False
deimv2-atto,deimv2,detect,,Apache-2.0,True,,wired,benchmark_passed,benchmark_passed,,unclassified,reports/v237_deimv2_smaller_detection_400.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-atto_current_run.json|reports/v237_deimv2_smaller_detection_400.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deimv2-femto,deimv2,detect,,Apache-2.0,True,,wired,benchmark_passed,benchmark_passed,,unclassified,reports/v237_deimv2_smaller_detection_400.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-femto_current_run.json|reports/v237_deimv2_smaller_detection_400.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deimv2-l,deimv2,detect,,Apache-2.0,True,,audit_only,benchmark_passed,benchmark_passed,,unclassified,reports/deimv2_detection_400_v235.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-l_current_run.json|reports/deimv2_detection_400_v235.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deimv2-m,deimv2,detect,,Apache-2.0,True,,audit_only,benchmark_passed,benchmark_passed,,unclassified,reports/deimv2_detection_400_v235.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-m_current_run.json|reports/deimv2_detection_400_v235.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deimv2-n,deimv2,detect,,Apache-2.0,True,,wired,loader_missing,loader_missing,CHECKPOINT_STATE_DICT_MISMATCH,checkpoint,reports/v237_deimv2_smaller_detection_400.json,correction,blocked,True,True,1,01_object_detection/Object_Detection_Benchmark.ipynb,status,executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-n_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
deimv2-pico,deimv2,detect,,Apache-2.0,True,,wired,benchmark_passed,benchmark_passed,,unclassified,reports/v237_deimv2_smaller_detection_400.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-pico_current_run.json|reports/v237_deimv2_smaller_detection_400.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deimv2-s,deimv2,detect,,Apache-2.0,False,,audit_only,benchmark_passed,benchmark_passed,,unclassified,01_object_detection/reports/detection_leaderboard.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-s_current_run.json|01_object_detection/reports/detection_leaderboard.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
deimv2-x,deimv2,detect,,Apache-2.0,True,,audit_only,benchmark_passed,benchmark_passed,,unclassified,reports/deimv2_detection_400_v235.json,correction,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed|executed_blocked,01_object_detection/reports/20260519T171956Z_deimv2-x_current_run.json|reports/deimv2_detection_400_v235.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-l,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-l_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-l-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-l-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-l-o365-coco,dfine,detect,,Apache-2.0,True,,wired,benchmark_passed,benchmark_passed,,unclassified,01_object_detection/reports/detection_leaderboard.json,notebook/01_object_detection/reports/detection_leaderboard.json,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-l-o365-coco_current_run.json|01_object_detection/reports/detection_leaderboard.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-m,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-m_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-m-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-m-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-m-o365-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-m-o365-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-n,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-n_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-n-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-n-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-s,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-s_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-s-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-s-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-s-o365-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-s-o365-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-x,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-x_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-x-coco,dfine,detect,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-x-coco_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dfine-x-o365-coco,dfine,detect,,Apache-2.0,True,,wired,benchmark_passed,benchmark_passed,,unclassified,01_object_detection/reports/detection_leaderboard.json,notebook/01_object_detection/reports/detection_leaderboard.json,benchmark,True,True,2,01_object_detection/Object_Detection_Benchmark.ipynb,benchmark|smoke,executed,01_object_detection/reports/20260519T171956Z_dfine-x-o365-coco_current_run.json|01_object_detection/reports/detection_leaderboard.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dino-x-api,dino-x,open_vocab_detect,,Custom,False,,external_api,external_api_only,external_api_only,EXTERNAL_API_REQUIRED,unclassified,,registry,blocked,True,True,1,04_open_vocab_vlm/Open_Vocab_VLM_Demo.ipynb,auth_gate,executed,04_open_vocab_vlm/reports/20260519T171956Z_dino-x-api_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
dinov2-base,dinov2,embed,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,smoke,executed,06_embedding_similarity/reports/20260519T171956Z_dinov2-base_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dinov2-giant,dinov2,embed,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,smoke,executed,06_embedding_similarity/reports/20260519T171956Z_dinov2-giant_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dinov2-large,dinov2,embed,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,smoke,executed,06_embedding_similarity/reports/20260519T171956Z_dinov2-large_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dinov2-small,dinov2,embed,,Apache-2.0,True,,wired,smoke_passed,smoke_passed,,unclassified,reports/canonical_smoke_summary_v230.json,notebook_call,smoke,True,True,2,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,smoke,executed,06_embedding_similarity/reports/20260519T171956Z_dinov2-small_current_run.json|reports/canonical_smoke_summary_v230.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
dinov3-vitb16,dinov3,embed,,Apache-2.0,False,,audit_only,not_advertised,not_advertised,AUDIT_ONLY,unclassified,,registry,blocked,True,False,1,06_embedding_similarity/Embedding_Similarity_Demo.ipynb,skipped_with_reason,skipped_deprecated,,False,20260519T171956Z,False,upstream_deprecated,,,,,,,,,current_run,True,1,False,False
edgesam,edgesam,foundation_segment,,Apache-2.0,True,,sidecar_required,sidecar_required,sidecar_required,SIDECAR_ENV_MISSING,unclassified,,registry,blocked,True,True,1,03_promptable_segmentation/Promptable_Segmentation_Benchmark.ipynb,sidecar_status,executed,03_promptable_segmentation/reports/20260519T171956Z_edgesam_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
efficientsam,efficientsam,foundation_segment,,Apache-2.0,True,,sidecar_required,sidecar_required,sidecar_required,SIDECAR_ENV_MISSING,unclassified,,registry,blocked,True,True,1,03_promptable_segmentation/Promptable_Segmentation_Benchmark.ipynb,sidecar_status,executed,03_promptable_segmentation/reports/20260519T171956Z_efficientsam_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
fastsam-s,fastsam,foundation_segment,,AGPL-3.0,False,,do_not_add,opt_in_license_required,opt_in_license_required,LICENSE_RESTRICTION_TRIGGERED,external,,registry,blocked,True,True,1,03_promptable_segmentation/Promptable_Segmentation_Benchmark.ipynb,license_gate,executed,03_promptable_segmentation/reports/20260519T171956Z_fastsam-s_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
fastsam-x,fastsam,foundation_segment,,AGPL-3.0,False,,do_not_add,opt_in_license_required,opt_in_license_required,LICENSE_RESTRICTION_TRIGGERED,external,,registry,blocked,True,True,1,03_promptable_segmentation/Promptable_Segmentation_Benchmark.ipynb,license_gate,executed,03_promptable_segmentation/reports/20260519T171956Z_fastsam-x_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
florence-2-base,florence-2,vlm,,MIT,True,,wired,demo_passed_sidecar,demo_passed_sidecar,,unclassified,reports/v236_florence2_sidecar_create.json,correction,demo,True,True,1,04_open_vocab_vlm/Open_Vocab_VLM_Demo.ipynb,demo,executed,reports/v236_florence2_sidecar_create.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
florence-2-large,florence-2,vlm,,MIT,True,,wired,demo_passed_sidecar,demo_passed_sidecar,,unclassified,reports/v236_florence2_sidecar_create.json,correction,demo,True,True,1,04_open_vocab_vlm/Open_Vocab_VLM_Demo.ipynb,demo,executed,reports/v236_florence2_sidecar_create.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,1,True,False
grounding-dino-1.5,grounding_dino,open_vocab,,Apache-2.0,False,,external_api,auth_required,auth_required,EXTERNAL_API_REQUIRED,unclassified,reports/v237_grounding_dino15_doctor.json,resolution_matrix,blocked,True,True,2,04_open_vocab_vlm/Open_Vocab_VLM_Demo.ipynb,auth_gate|skipped_with_reason,executed|skipped_external_auth,04_open_vocab_vlm/reports/20260519T171956Z_grounding-dino-1_5_current_run.json,True,20260519T171956Z,False,,,,,,,,,,current_run,True,2,True,False
